Sample Number,Date/Time,CHANNEL0,CHANNEL1,CHANNEL2,CHANNEL3,CHANNEL4,CHANNEL5,CHANNEL6,CHANNEL7,Events
855,37:55.5,42.4674,35.3882,34.7744,39.5317,0.763,4.8465,1.8007,4.0681,
856,37:56.5,42.4911,35.4038,34.79,39.5736,0.7518,4.881,1.8539,4.0868,
857,37:57.5,42.4929,35.4038,34.7854,39.57,0.7471,4.9278,1.9128,4.1373,
858,37:58.5,42.5201,35.4714,34.8073,39.5873,0.7181,4.9016,2.0165,4.1634,
859,37:59.5,42.5138,35.4513,34.8283,39.5855,0.7303,4.9146,2.1454,4.1896,
860,38:00.5,42.4956,35.4558,34.8,39.5981,0.7275,4.9287,2.2772,4.2354,
861,38:01.5,42.5119,35.4896,34.7982,39.6118,0.7602,4.9062,2.3276,4.2839,
862,38:02.5,42.5273,35.4905,34.7991,39.63,0.7209,4.9109,2.379,4.311,
863,38:03.5,42.5282,35.5288,34.8073,39.6409,0.7163,4.8811,2.5135,4.3606,
864,38:04.5,42.5319,35.5252,34.7616,39.6664,0.6967,4.6914,2.6172,4.3867,
865,38:05.5,42.5437,35.5498,34.7908,39.6673,0.6827,4.6708,2.6807,4.4437,
866,38:06.5,42.5564,35.5754,34.8292,39.6755,0.6472,4.7699,2.7854,4.5147,
867,38:07.5,42.5564,35.569,34.8667,39.6809,0.6303,4.639,2.8255,4.5286,
868,38:08.5,42.56,35.559,34.8731,39.6882,0.6303,4.7857,2.947,4.5455,
869,38:09.5,42.5854,35.5444,34.874,39.71,0.6303,4.7232,3.0675,4.6417,
870,38:10.5,42.5836,35.5745,34.9105,39.7082,0.6453,4.7633,3.1273,4.7146,
871,38:11.5,42.5826,35.6064,34.8922,39.7036,0.6126,4.7848,3.2581,4.7603,
872,38:12.5,42.589,35.5963,34.8968,39.6963,0.6126,4.7232,3.3142,4.7603,
873,38:13.5,42.5862,35.5735,34.904,39.7172,0.5538,4.7876,3.4207,4.822,
874,38:14.5,42.5926,35.61,34.9004,39.7081,0.5491,4.8764,3.4861,4.894,
875,38:15.5,42.608,35.6821,34.9506,39.729,0.5828,4.6784,3.6328,4.9912,
876,38:16.5,42.6125,35.631,35.0027,39.749,0.5978,4.6215,3.7674,5.0342,
877,38:17.5,42.6134,35.6374,35.0027,39.7572,0.6202,4.7401,3.8683,5.1014,
878,38:18.5,42.6234,35.6374,35.0182,39.7535,0.6221,4.7597,3.9197,5.1276,
879,38:19.5,42.6361,35.6593,35.0264,39.7745,0.6295,4.7859,3.9664,5.1995,
880,38:20.5,42.6533,35.7323,35.0566,39.7954,0.6351,4.813,4.0636,5.2705,
881,38:21.5,42.6642,35.7131,35.1205,39.8063,0.6613,4.7149,4.1663,5.3051,
882,38:22.5,42.7042,35.7223,35.1297,39.8282,0.6566,4.7924,4.2513,5.3574,
883,38:23.5,42.7114,35.7433,35.1297,39.8536,0.6258,4.7924,4.2513,5.3826,
884,38:24.5,42.7287,35.7652,35.1644,39.8691,0.6949,4.5009,4.3242,5.448,
885,38:25.5,42.7478,35.7954,35.1964,39.8919,0.7024,4.6308,4.4195,5.4741,
886,38:26.5,42.7395,35.7898,35.2027,39.8955,0.7145,4.7046,4.4924,5.5348,
887,38:27.5,42.7595,35.7771,35.2137,39.91,0.736,4.6644,4.5307,5.5769,
888,38:28.5,42.7567,35.7798,35.2392,39.9045,0.7127,4.6187,4.5979,5.6245,
889,38:29.5,42.7567,35.7825,35.2283,39.9354,0.736,4.6457,4.6418,5.6516,
890,38:30.5,42.7949,35.841,35.2822,39.9564,0.7229,4.571,4.7007,5.6815,
891,38:31.5,42.8149,35.9122,35.3042,39.9801,0.7491,4.4683,4.7623,5.7431,
892,38:32.5,42.8566,35.883,35.3188,40.0083,0.7575,4.4907,4.7997,5.7879,
893,38:33.5,42.8648,35.9214,35.3453,40.022,0.7921,4.6215,4.8735,5.8506,
894,38:34.5,42.8739,35.9168,35.369,40.022,0.8033,4.6505,4.9118,5.8506,
895,38:35.5,42.9138,35.9798,35.4302,40.0638,0.7725,4.5654,4.9632,5.8991,
896,38:36.5,42.9283,35.9652,35.4257,40.072,0.7949,4.5178,5.0072,5.9683,
897,38:37.5,42.9519,35.9816,35.4586,40.1075,0.7631,4.6065,5.0613,6.0056,
898,38:38.5,42.9601,35.9679,35.4887,40.1075,0.7622,4.5318,5.1071,6.0299,
899,38:39.5,42.9646,35.9707,35.4823,40.1038,0.7884,4.6056,5.1314,6.0523,
900,38:40.5,42.9891,36.0044,35.506,40.1193,0.7501,4.4618,5.1977,6.098,
901,38:41.5,43.0109,36.0209,35.5079,40.1357,0.8323,4.4972,5.2248,6.1606,
902,38:42.5,43.0227,36.0364,35.5407,40.1757,0.8725,4.4515,5.279,6.2223,
903,38:43.5,43.0372,36.0701,35.5654,40.162,0.8192,4.5262,5.336,6.2438,
904,38:44.5,43.0689,36.0711,35.5891,40.1884,0.7417,4.2843,5.3714,6.3091,
905,38:45.5,43.0771,36.0747,35.5891,40.2066,0.7576,4.2843,5.3714,6.3157,
906,38:46.5,43.0953,36.1149,35.5973,40.2102,0.7576,4.3581,5.42,6.353,
907,38:47.5,43.1016,36.0683,35.6439,40.2175,0.751,4.4048,5.4275,6.3651,
908,38:48.5,43.127,36.1267,35.6649,40.242,0.7407,4.4309,5.4526,6.4071,
909,38:49.5,43.1579,36.1514,35.6878,40.2721,0.7949,4.4869,5.4676,6.4547,
910,38:50.5,43.1751,36.1624,35.6978,40.2784,0.7668,4.3926,5.4993,6.4622,
911,38:51.5,43.206,36.1588,35.7435,40.3058,0.793,4.373,5.5227,6.4996,
912,38:52.5,43.2278,36.2035,35.7608,40.3203,0.7818,4.3178,5.5479,6.5266,
913,38:53.5,43.2341,36.2253,35.7672,40.3084,0.7911,4.3122,5.5516,6.5434,
914,38:54.5,43.2331,36.1934,35.7525,40.3293,0.7463,4.3776,5.5656,6.577,
915,38:55.5,43.2522,36.1861,35.7836,40.3175,0.7593,4.3795,5.5759,6.5976,
916,38:56.5,43.2722,36.1852,35.8274,40.3485,0.7397,4.2645,5.5693,6.6255,
917,38:57.5,43.3184,36.2345,35.8448,40.3794,0.8154,4.2618,5.5983,6.6508,
918,38:58.5,43.3411,36.2226,35.8549,40.3949,0.7724,4.1216,5.5899,6.6778,
919,38:59.5,43.3429,36.2637,35.8484,40.3812,0.8107,4.1123,5.6002,6.7068,
920,39:00.5,43.3428,36.2956,35.842,40.3793,0.8331,4.215,5.4423,6.7367,
921,39:01.5,43.3555,36.3102,35.8739,40.3957,0.8294,4.3206,5.3386,6.7367,
922,39:02.5,43.3827,36.3047,35.9168,40.4275,0.8209,4.2888,5.1751,6.7357,
923,39:03.5,43.4018,36.301,35.9342,40.4348,0.7789,4.1048,5.149,6.7693,
924,39:04.5,43.4254,36.3147,35.9488,40.462,0.7471,4.1738,5.0574,6.7431,
925,39:05.5,43.4426,36.3713,35.9871,40.4575,0.7657,4.2261,4.9938,6.7553,
926,39:06.5,43.458,36.3558,35.988,40.4757,0.7723,4.2233,4.907,6.7506,
927,39:07.5,43.4888,36.3777,36.009,40.4739,0.7536,4.0131,4.7145,6.7795,
928,39:08.5,43.5097,36.3476,36.0254,40.5002,0.7592,4.1739,4.6987,6.8001,
929,39:09.5,43.5233,36.364,36.0391,40.5139,0.8023,4.1982,4.6614,6.8272,
930,39:10.5,43.5496,36.3895,36.0729,40.542,0.8378,4.1403,4.5671,6.8534,
931,39:11.5,43.5596,36.3895,36.0893,40.5439,0.8434,4.1113,4.5232,6.8515,
932,39:12.5,43.5786,36.4096,36.0802,40.5556,0.8649,4.13,4.4979,6.8506,
933,39:13.5,43.5767,36.4169,36.1167,40.5829,0.8611,4.2234,4.4456,6.8524,
934,39:14.5,43.5867,36.4269,36.1048,40.5565,0.892,4.1898,4.4148,6.8693,
935,39:15.5,43.6148,36.4223,36.1303,40.592,0.9041,4.0646,4.3475,6.8674,
936,39:16.5,43.6556,36.4789,36.155,40.6256,0.9238,4.2188,4.3653,6.8759,
937,39:17.5,43.6674,36.4433,36.1815,40.6483,0.8948,4.287,4.3616,6.8973,
938,39:18.5,43.6756,36.4935,36.2198,40.6693,0.9163,4.2422,4.3317,6.8927,
939,39:19.5,43.6964,36.4816,36.218,40.6738,0.9004,4.1908,4.2682,6.8917,
940,39:20.5,43.7173,36.4926,36.2317,40.6802,0.9322,4.231,4.2046,6.8787,
941,39:21.5,43.7145,36.4825,36.2097,40.6901,0.9714,4.1282,4.1766,6.8684,
942,39:22.5,43.7145,36.4843,36.228,40.6892,0.9705,4.1628,4.1374,6.8787,
943,39:23.5,43.7599,36.5409,36.2307,40.7229,0.949,4.1273,4.0085,6.8833,
944,39:24.5,43.7816,36.5482,36.2554,40.7165,0.9546,4.1702,3.9262,6.8693,
945,39:25.5,43.8134,36.5647,36.2801,40.762,0.9761,4.1749,3.8907,6.8609,
946,39:26.5,43.8152,36.6267,36.2992,40.7783,0.9602,4.1628,3.8412,6.86,
947,39:27.5,43.8424,36.6395,36.3138,40.7865,0.963,4.0918,3.7104,6.8591,
948,39:28.5,43.8515,36.634,36.3302,40.8102,0.9938,4.0002,3.4544,6.8553,
949,39:29.5,43.8705,36.603,36.3375,40.822,0.9686,4.0432,2.9752,6.8451,
950,39:30.5,43.9004,36.6221,36.3558,40.8465,1.049,3.9451,2.8061,6.8525,
951,39:31.5,43.9004,36.6285,36.3758,40.8574,1.0602,3.918,2.2352,6.8096,
952,39:32.5,43.9213,36.6541,36.3978,40.8529,1.0433,4.0367,1.8858,6.8086,
953,39:33.5,43.9403,36.6541,36.385,40.8656,1.0424,4.089,1.8045,6.8012,
954,39:34.5,43.9657,36.7024,36.4178,40.9174,1.0303,4.0292,1.6962,6.7769,
955,39:35.5,44.0028,36.6942,36.4178,40.9147,1.0079,4.031,1.6513,6.7535,
956,39:36.5,44.0055,36.6988,36.4406,40.9228,1.0574,4.1301,1.5084,6.7181,
957,39:37.5,44.0454,36.7343,36.4498,40.9574,1.0312,4.0497,1.2505,6.6966,
958,39:38.5,44.069,36.738,36.4498,40.9719,1.0228,4.0114,1.2104,6.6648,
959,39:39.5,44.0808,36.79,36.4498,40.9837,1.0415,3.8741,1.2188,6.5155,
960,39:40.5,44.1116,36.7836,36.4735,41.0092,0.9929,3.9797,1.1749,6.3595,
961,39:41.5,44.1388,36.801,36.4881,41.0428,0.9481,3.9274,1.1235,6.3026,
962,39:42.5,44.1705,36.8247,36.5082,41.0428,0.9117,3.9834,1.0992,6.2054,
963,39:43.5,44.1977,36.8183,36.5091,41.0673,0.8201,4.0423,0.9992,6.1167,
964,39:44.5,44.1977,36.8393,36.4927,41.0864,0.7949,3.9507,0.8675,5.9392,
965,39:45.5,44.2058,36.8502,36.4954,41.0682,0.7696,3.8825,0.7732,5.1257,
966,39:46.5,44.2276,36.8474,36.4935,41.0855,0.8014,3.9628,0.8134,4.7268,
967,39:47.5,44.2584,36.8611,36.5145,41.1009,0.7491,4.0245,0.7358,4.1607,
968,39:48.5,44.2811,36.8657,36.5328,41.1146,0.6622,4.0086,0.7358,3.9524,
969,39:49.5,44.2956,36.9013,36.4991,41.1464,0.5427,3.9516,0.6013,3.6142,
970,39:50.5,44.2947,36.8976,36.4845,41.1518,0.5006,3.9171,0.5966,3.5105,
971,39:51.5,44.3282,36.9295,36.4525,41.1646,0.395,3.8713,0.492,3.2171,
972,39:52.5,44.3536,36.914,36.4489,41.1909,0.3147,3.9011,0.4228,2.8845,
973,39:53.5,44.3472,36.9551,36.458,41.1954,0.2717,3.7665,0.3798,2.7022,
974,39:54.5,44.3726,36.9615,36.4562,41.2227,0.2716,3.7936,0.4069,2.3892,
975,39:55.5,44.4062,36.9898,36.4736,41.2482,0.2931,3.7207,0.2798,2.2444,
976,39:56.5,44.4107,37.0144,36.4708,41.2682,0.1539,3.9038,0.1285,1.9828,
977,39:57.5,44.4524,37.0646,36.4681,41.2955,0.111,3.7908,0.1192,1.7072,
978,39:58.5,44.4606,37.0619,36.4572,41.3091,0.1278,3.717,0.1453,1.4867,
979,39:59.5,44.466,37.0664,36.4554,41.3109,0.0625,3.7609,0.1585,1.5026,
980,40:00.5,44.4742,37.0965,36.4545,41.3155,-0.047,3.7039,0.1585,1.3018,
981,40:01.5,44.4832,37.0782,36.4453,41.3263,-0.0582,3.6582,0.1351,1.1934,
982,40:02.5,44.4714,37.0864,36.396,41.3145,-0.0807,3.7713,0.1716,1.1468,
983,40:03.5,44.4814,37.0718,36.3924,41.3263,-0.1248,3.7189,0.1435,1.1037,
984,40:04.5,44.4832,37.122,36.365,41.3299,-0.1717,3.6395,0.1491,1.1262,
985,40:05.5,44.4931,37.1192,36.375,41.3435,-0.1904,3.6563,0.2341,1.243,
986,40:06.5,44.5049,37.1584,36.3404,41.3472,-0.1801,3.7497,0.2052,1.2924,
987,40:07.5,44.4949,37.1438,36.312,41.3635,-0.2514,3.504,0.2322,1.412,
988,40:08.5,44.4804,37.1182,36.3147,41.338,-0.2524,3.518,0.3032,1.4756,
989,40:09.5,44.4958,37.1182,36.2974,41.3498,-0.304,3.6815,0.3462,1.5306,
990,40:10.5,44.5202,37.1383,36.2819,41.3625,-0.3331,3.6731,0.363,1.6371,
991,40:11.5,44.5175,37.1356,36.2755,41.3753,-0.3791,3.6591,0.4255,1.7735,
992,40:12.5,44.5184,37.1693,36.2737,41.3798,-0.3772,3.6516,0.5311,1.8268,
993,40:13.5,44.5275,37.1684,36.2737,41.3943,-0.4204,3.6413,0.6535,1.9426,
994,40:14.5,44.5393,37.1912,36.2499,41.3853,-0.4692,3.6217,0.7385,2.079,
995,40:15.5,44.5519,37.1666,36.2262,41.4134,-0.4795,3.561,0.8095,2.1426,
996,40:16.5,44.5383,37.1519,36.2298,41.3952,-0.4091,3.6114,0.9636,2.2481,
997,40:17.5,44.5438,37.1775,36.2444,41.4016,-0.4363,3.6666,1.115,2.3257,
998,40:18.5,44.5655,37.1793,36.2481,41.4297,-0.4767,3.589,1.2457,2.4462,
999,40:19.5,44.5673,37.1856,36.2626,41.4106,-0.4898,3.4144,1.3392,2.5864,
1000,40:20.5,44.5827,37.2221,36.3138,41.4515,-0.4071,3.5545,1.4392,2.6593,
1001,40:21.5,44.5945,37.2413,36.3338,41.4561,-0.3903,3.6685,1.5709,2.6939,
1002,40:22.5,44.6117,37.2458,36.3539,41.4697,-0.4362,3.5667,1.7101,2.82,
1003,40:23.5,44.6534,37.2577,36.3758,41.5142,-0.4372,3.4956,1.7643,2.9097,
1004,40:24.5,44.6715,37.2714,36.3686,41.5233,-0.4654,3.5508,1.9007,3.0031,
1005,40:25.5,44.6724,37.2933,36.364,41.5142,-0.4625,3.6246,2.0483,3.1358,
1006,40:26.5,44.686,37.296,36.3731,41.5306,-0.4653,3.6788,2.1081,3.1358,
1007,40:27.5,44.6951,37.3015,36.3904,41.556,-0.4324,3.5929,2.253,3.2526,
1008,40:28.5,44.7159,37.3297,36.4069,41.5551,-0.3451,3.5219,2.3006,3.3517,
1009,40:29.5,44.7232,37.3434,36.458,41.5687,-0.3573,3.4939,2.4267,3.4442,
1010,40:30.5,44.7331,37.3516,36.5027,41.5923,-0.3695,3.6424,2.551,3.4965,
1011,40:31.5,44.7567,37.3689,36.4844,41.5923,-0.3789,3.4864,2.5902,3.5507,
1012,40:32.5,44.7811,37.3881,36.5081,41.595,-0.3395,3.5798,2.7033,3.6366,
1013,40:33.5,44.782,37.4072,36.51,41.6087,-0.3433,3.5658,2.7556,3.7497,
1014,40:34.5,44.8011,37.4127,36.52,41.6096,-0.3348,3.4789,2.8612,3.8319,
1015,40:35.5,44.8201,37.4118,36.5419,41.6187,-0.3498,3.4724,2.9079,3.8319,
1016,40:36.5,44.8346,37.4774,36.5556,41.6286,-0.3273,3.3976,3.0032,3.9617,
1017,40:37.5,44.8572,37.5057,36.5729,41.6377,-0.3104,3.3322,3.105,4.0047,
1018,40:38.5,44.8799,37.5193,36.5848,41.6477,-0.3236,3.5284,3.1975,4.0869,
1019,40:39.5,44.8934,37.5002,36.5638,41.6595,-0.3038,3.548,3.1975,4.1439,
1020,40:40.5,44.9134,37.5166,36.5994,41.6714,-0.2316,3.5321,3.2601,4.2093,
1021,40:41.5,44.9324,37.5595,36.6295,41.6777,-0.2476,3.4163,3.346,4.242,
1022,40:42.5,44.9687,37.6014,36.6241,41.7259,-0.2992,3.4639,3.4385,4.326,
1023,40:43.5,45.0022,37.5623,36.6323,41.7632,-0.287,3.5004,3.5021,4.4251,
1024,40:44.5,45.0104,37.5668,36.6816,41.7741,-0.3114,3.4088,3.5423,4.4699,
1025,40:45.5,44.9968,37.5741,36.6742,41.7459,-0.2926,3.464,3.6329,4.5363,
1026,40:46.5,45.0439,37.6033,36.7199,41.7831,-0.2541,3.406,3.7095,4.5727,
1027,40:47.5,45.0511,37.6288,36.7053,41.8158,-0.2757,3.4565,3.7926,4.6484,
1028,40:48.5,45.0965,37.6134,36.6953,41.8331,-0.3104,3.4425,3.8347,4.7334,
1029,40:49.5,45.1155,37.6124,36.7217,41.8358,-0.286,3.2808,3.9029,4.8016,
1030,40:50.5,45.1236,37.6471,36.7518,41.8467,-0.286,3.165,3.929,4.8016,
1031,40:51.5,45.1299,37.6206,36.77,41.8213,-0.3076,3.3322,3.9823,4.8342,
1032,40:52.5,45.1389,37.6807,36.7527,41.8358,-0.3011,3.2537,3.999,4.9052,
1033,40:53.5,45.1181,37.718,36.7836,41.8448,-0.3087,3.2854,4.0364,4.9612,
1034,40:54.5,45.1715,37.6889,36.7682,41.8494,-0.3077,3.2677,4.1149,4.9986,
1035,40:55.5,45.1797,37.7126,36.7901,41.8793,-0.2861,3.2499,4.1392,5.0247,
1036,40:56.5,45.2005,37.7153,36.8147,41.8875,-0.2917,3.1929,4.1868,5.0789,
1037,40:57.5,45.2585,37.7937,36.8558,41.9121,-0.2852,3.2088,4.2092,5.1331,
1038,40:58.5,45.2857,37.8266,36.906,41.9112,-0.2636,3.0556,4.2578,5.1948,
1039,40:59.5,45.3183,37.7737,36.9607,41.9321,-0.2908,3.1621,4.2708,5.205,
1040,41:00.5,45.3292,37.7737,36.9743,41.9448,-0.2927,3.2135,4.2951,5.2171,
1041,41:01.5,45.3364,37.7956,36.9561,41.9475,-0.3021,3.2817,4.3176,5.2862,
1042,41:02.5,45.3246,37.8138,36.9734,41.9574,-0.2711,3.2751,4.3381,5.3236,
1043,41:03.5,45.3517,37.8146,36.9788,41.9338,-0.2646,3.2863,4.3456,5.3731,
1044,41:04.5,45.3789,37.8192,36.9816,41.9792,-0.2336,3.2172,4.2774,5.3993,
1045,41:05.5,45.4033,37.8247,37.0117,41.9819,-0.2298,3.164,4.2989,5.4628,
1046,41:06.5,45.4142,37.8466,37.0162,41.9965,-0.2326,3.1939,4.2989,5.475,
1047,41:07.5,45.4377,37.8566,37.0609,41.9847,-0.2177,3.0957,4.2811,5.517,
1048,41:08.5,45.4395,37.8447,37.0618,41.9846,-0.228,3.1004,4.2736,5.5356,
1049,41:09.5,45.4295,37.821,37.0827,41.9819,-0.1905,3.2087,4.2306,5.5646,
1050,41:10.5,45.4585,37.8237,37.0781,42.0136,-0.2102,3.1948,4.268,5.6169,
1051,41:11.5,45.4585,37.8301,37.0964,42.0173,-0.2345,3.1144,4.2699,5.6561,
1052,41:12.5,45.4838,37.882,37.1173,42.0318,-0.2383,3.1499,4.2792,5.6888,
1053,41:13.5,45.5128,37.8547,37.1401,42.0554,-0.1858,3.1677,4.297,5.7103,
1054,41:14.5,45.53,37.9121,37.1584,42.0854,-0.1651,3.0275,4.3362,5.7561,
1055,41:15.5,45.5454,37.9248,37.172,42.0754,-0.2027,3.0191,4.3418,5.814,
1056,41:16.5,45.5553,37.923,37.1821,42.0808,-0.2411,3.0154,4.3624,5.8336,
1057,41:17.5,45.5734,37.9795,37.2067,42.1017,-0.2439,3.078,4.4129,5.8626,
1058,41:18.5,45.587,37.9768,37.2277,42.1162,-0.1782,3.0902,4.4671,5.9121,
1059,41:19.5,45.6106,37.9904,37.2413,42.1489,-0.1735,3.107,4.4643,5.9663,
1060,41:20.5,45.6232,37.9923,37.2505,42.1516,-0.1744,3.0342,4.4942,6.0027,
1061,41:21.5,45.6395,38.0278,37.2742,42.1725,-0.1932,3.0444,4.5073,6.0186,
1062,41:22.5,45.6631,38.0187,37.3088,42.1607,-0.1547,3.0762,4.5306,6.0363,
1063,41:23.5,45.6721,38.0278,37.3197,42.1852,-0.1453,3.1108,4.5512,6.0775,
1064,41:24.5,45.692,38.0469,37.3443,42.217,-0.06,3.0753,4.5409,6.1008,
1065,41:25.5,45.6956,37.9749,37.3416,42.2124,-0.0853,3.1388,4.5503,6.1176,
1066,41:26.5,45.7146,37.9976,37.3725,42.2015,-0.0712,3.1108,4.4868,6.1242,
1067,41:27.5,45.7254,37.9976,37.3725,42.2196,-0.0778,3.0277,4.4046,6.1475,
1068,41:28.5,45.7499,38.0241,37.388,42.2577,-0.0797,3.0875,4.2355,6.1624,
1069,41:29.5,45.7734,38.0669,37.4272,42.2623,-0.0825,3.0931,4.001,6.1727,
1070,41:30.5,45.8251,38.0688,37.43,42.2987,-0.0619,3.1267,3.632,6.1942,
1071,41:31.5,45.8513,38.1016,37.451,42.3168,-0.0806,2.9912,3.4955,6.1942,
1072,41:32.5,45.8685,38.0788,37.4874,42.3422,-0.0928,3.0398,3.4376,6.2082,
1073,41:33.5,45.8803,38.1216,37.5175,42.3567,-0.0797,3.08,3.3844,6.1998,
1074,41:34.5,45.8947,38.1353,37.5321,42.3685,-0.0769,2.7848,3.2928,6.2082,
1075,41:35.5,45.9437,38.1681,37.5823,42.3895,-0.0722,2.9482,3.1882,6.2082,
1076,41:36.5,45.9735,38.1572,37.6041,42.4221,-0.0525,2.8969,2.4875,6.1914,
1077,41:37.5,45.9889,38.2146,37.6224,42.4457,0.042,2.9604,2.0016,6.1858,
1078,41:38.5,45.9889,38.2319,37.6534,42.4394,0.0542,3.0034,1.6569,6.1877,
1079,41:39.5,46.0179,38.2446,37.6688,42.4621,0.0262,2.88,1.2403,6.1933,
1080,41:40.5,46.0369,38.2483,37.6798,42.4739,0.0121,2.7941,1.0758,6.1643,
1081,41:41.5,46.0468,38.2592,37.6816,42.5074,0.043,2.7997,0.9638,6.1672,
1082,41:42.5,46.0568,38.2537,37.7126,42.5065,0.0178,2.882,0.8423,6.1653,
1083,41:43.5,46.0649,38.2619,37.7363,42.521,0.0281,2.9072,0.6658,6.1681,
1084,41:44.5,46.1056,38.2947,37.7281,42.5492,0.0253,2.8409,0.5239,6.156,
1085,41:45.5,46.1346,38.3284,37.7527,42.5701,-0.0046,2.9941,0.4762,6.1298,
1086,41:46.5,46.1573,38.3358,37.7974,42.6028,-0.0159,3.0716,0.4781,6.1233,
1087,41:47.5,46.1545,38.3357,37.8147,42.6037,0.0075,2.8838,0.4995,6.0859,
1088,41:48.5,46.1917,38.3476,37.8256,42.6354,0.0047,2.8754,0.4481,6.0859,
1089,41:49.5,46.1871,38.3558,37.8375,42.6309,-0.0347,2.8763,0.2735,6.0719,
1090,41:50.5,46.2179,38.3777,37.8393,42.6418,-0.0159,2.8249,0.251,6.0532,
1091,41:51.5,46.2424,38.4123,37.8476,42.6799,-0.0703,2.7614,0.2015,6.0457,
1092,41:52.5,46.2578,38.4096,37.8794,42.6917,-0.1012,2.8006,0.1623,6.0074,
1093,41:53.5,46.2577,38.4277,37.8566,42.6672,-0.1012,2.8586,0.1399,6.0074,
1094,41:54.5,46.2785,38.4469,37.884,42.6853,-0.0581,2.7913,0.1604,5.9831,
1095,41:55.5,46.284,38.4742,37.8776,42.7189,-0.0281,2.696,0.11,5.9598,
1096,41:56.5,46.3084,38.4414,37.9177,42.7262,-0.1041,2.7838,-0.0508,5.9234,
1097,41:57.5,46.3238,38.4623,37.9077,42.7498,-0.1266,2.7577,-0.0874,5.9103,
1098,41:58.5,46.3174,38.4468,37.8921,42.7343,-0.1519,2.838,-0.078,5.8925,
1099,41:59.5,46.3418,38.476,37.9231,42.7606,-0.1341,2.7801,-0.0789,5.8571,
1100,42:00.5,46.3364,38.4322,37.9167,42.7379,-0.2541,2.738,-0.1136,5.8216,
1101,42:01.5,46.349,38.4322,37.9222,42.7769,-0.3123,2.7698,-0.1793,5.7851,
1102,42:02.5,46.3653,38.4422,37.9386,42.7805,-0.4128,2.6324,-0.2441,5.7393,
1103,42:03.5,46.3626,38.4832,37.9294,42.7796,-0.4043,2.7165,-0.2778,5.6917,
1104,42:04.5,46.4015,38.4941,37.9313,42.8132,-0.4137,2.7165,-0.2778,5.688,
1105,42:05.5,46.4015,38.526,37.9276,42.8096,-0.4944,2.7492,-0.4655,5.6385,
1106,42:06.5,46.4295,38.557,37.9203,42.8431,-0.5254,2.5652,-0.5209,5.6282,
1107,42:07.5,46.444,38.5306,37.8957,42.8459,-0.5395,2.6894,-0.5482,5.5488,
1108,42:08.5,46.4521,38.5688,37.8848,42.8776,-0.6353,2.7791,-0.581,5.4657,
1109,42:09.5,46.4521,38.5906,37.8993,42.8785,-0.655,2.6978,-0.5698,5.4283,
1110,42:10.5,46.4621,38.6116,37.8501,42.8803,-0.6992,2.6745,-0.643,5.3676,
1111,42:11.5,46.4874,38.6025,37.8492,42.8975,-0.7857,2.5951,-0.8413,5.3031,
1112,42:12.5,46.4928,38.6252,37.8246,42.9021,-0.8204,2.539,-0.8084,5.1826,
1113,42:13.5,46.5037,38.5669,37.8119,42.9175,-0.8844,2.5708,-0.815,4.9715,
1114,42:14.5,46.5145,38.6061,37.7964,42.9329,-0.9586,2.5446,-0.8028,4.78,
1115,42:15.5,46.5281,38.617,37.8055,42.9465,-0.9614,2.5689,-0.7802,4.796,
1116,42:16.5,46.5453,38.6452,37.7736,42.9556,-0.9943,2.6857,-0.8347,4.5905,
1117,42:17.5,46.5444,38.6762,37.759,42.9719,-1.0988,2.5932,-0.8516,4.3784,
1118,42:18.5,46.5417,38.658,37.7317,42.9574,-1.1364,2.5119,-0.878,4.213,
1119,42:19.5,46.5543,38.6371,37.6934,42.981,-1.1806,2.5652,-0.8996,4.1383,
1120,42:20.5,46.5552,38.6334,37.6779,42.9619,-1.1806,2.5643,-0.9231,4.0682,
1121,42:21.5,46.5461,38.6716,37.6269,42.9755,-1.1778,2.525,-0.9315,3.9748,
1122,42:22.5,46.5407,38.7344,37.5822,42.9918,-1.2625,2.3961,-0.9127,3.8786,
1123,42:23.5,46.5443,38.7308,37.5275,43.0027,-1.3002,2.4475,-0.924,3.816,
1124,42:24.5,46.5805,38.7254,37.5357,43.0118,-1.2955,2.5764,-0.94,3.8057,
1125,42:25.5,46.5787,38.7254,37.5248,43.0254,-1.3002,2.4279,-0.9372,3.7768,
1126,42:26.5,46.5833,38.7791,37.5093,43.0699,-1.3284,2.5605,-0.8911,3.7459,
1127,42:27.5,46.5769,38.7718,37.4765,43.0563,-1.3199,2.6156,-0.8027,3.7254,
1128,42:28.5,46.5896,38.8037,37.4674,43.059,-1.3548,2.5269,-0.6627,3.7151,
1129,42:29.5,46.5914,38.7827,37.4528,43.0699,-1.3501,2.4101,-0.5387,3.7002,
1130,42:30.5,46.5878,38.8046,37.4382,43.0699,-1.3915,2.4157,-0.4796,3.7067,
1131,42:31.5,46.586,38.8528,37.4264,43.0953,-1.3623,2.4316,-0.3706,3.7329,
1132,42:32.5,46.5805,38.8537,37.4154,43.088,-1.3905,2.555,-0.2393,3.7282,
1133,42:33.5,46.6068,38.8474,37.4228,43.1234,-1.3811,2.5316,-0.0807,3.761,
1134,42:34.5,46.6159,38.8765,37.4137,43.1307,-1.4451,2.3289,0.0737,3.788,
1135,42:35.5,46.6285,38.8711,37.3954,43.1461,-1.48,2.4747,0.1493,3.789,
